trade_date,rank_correlation,top5_overlap
20250609,0.946177803377207,0.4
20250610,0.9428146409959922,0.4
20250611,0.9501889124956314,1.0
20250612,0.9387093920130908,0.8
20250613,0.9311935594659387,0.2
20250616,0.9466431129471166,0.8
20250617,0.9470907661643875,0.8
20250618,0.9463262394320938,0.4
20250619,0.9389249643816009,0.6
20250620,0.9413945509569428,1.0
20250623,0.9541991738308352,1.0
20250624,0.9552973389896022,0.8
20250625,0.9585061033822028,0.6
20250626,0.951942360607097,1.0
20250627,0.9460643520974324,0.6
20250630,0.9414748322666573,1.0
20250701,0.9448443815004626,0.8
20250702,0.9468048604848595,0.6
20250703,0.9344826123555913,0.8
20250704,0.9337191705832224,0.4
20250707,0.9296618978704706,0.6
20250708,0.9348661777598016,0.8
20250709,0.9238145965088512,0.6
20250710,0.9279604624114343,0.4
20250711,0.9286326658893094,0.4
20250714,0.9344413508096853,0.8
20250715,0.9091514325970945,0.4
20250716,0.9424118245856262,0.8
20250717,0.9529729593672293,0.6
20250718,0.9536198956066742,0.6
20250721,0.9378645975922314,0.6
20250722,0.9274428125943529,0.6
20250723,0.9331065298907135,0.6
20250724,0.9303583769077435,0.6
20250725,0.9314166817934445,0.6
20250728,0.9284975011301544,0.8
20250729,0.9220348655364234,0.8
20250730,0.9259078089094455,0.4
20250731,0.9100825910988483,0.8
20250801,0.9363103253857199,0.2
20250804,0.9548351588940996,0.6
20250805,0.9552484318940206,0.6
20250806,0.9545425341803669,0.6
20250807,0.9545580347009592,0.6
20250808,0.9469653447660281,0.8
20250811,0.9412915289956877,0.6
20250812,0.9469519507866928,0.8
20250813,0.9404709709895831,0.0
20250814,0.918710478187539,0.6
20250815,0.9393119928994371,0.4
20250818,0.9533727318389906,0.2
20250819,0.9453307825226931,0.6
20250820,0.9450695857461097,0.6
20250821,0.9565049943743321,0.8
20250822,0.9454349887721707,0.6
20250825,0.9355849961904449,0.4
20250826,0.9459744955941637,0.2
20250827,0.9219554117709943,0.2
20250828,0.9297326112887907,0.4
20250829,0.9310927417006681,0.0
20250901,0.9287295729996619,0.4
20250902,0.9209737702359211,0.6
20250903,0.9196834683085058,0.0
20250904,0.893805259943393,0.6
20250905,0.9070661694025807,0.8
20250908,0.9252740290422494,0.8
20250909,0.9404551565461399,0.8
20250910,0.9494731419595372,0.8
20250911,0.9337138576990041,0.8
20250912,0.9343124082974169,0.8
20250915,0.9313453428114843,0.8
20250916,0.9370816197177928,0.4
20250917,0.9275278555576771,0.4
20250918,0.9217353098898954,0.6
20250919,0.9150046683885468,0.4
20250922,0.9060254577469713,0.6
20250923,0.8890809438775599,0.4
20250924,0.9333417587779781,0.6
20250925,0.8973108098622045,0.6
20250926,0.9056092522137853,0.4
20250929,0.9063897287141048,0.8
20250930,0.9219850273285267,0.4
20251009,0.9161417311384891,0.6
20251010,0.9340430301543062,0.6
20251013,0.9128700777285058,0.8
20251014,0.9068595992391093,0.6
20251015,0.9412232493409208,0.6
20251016,0.935173401251247,0.8
20251017,0.8784751058431367,0.8
20251020,0.9397862095527256,0.2
20251021,0.930181078469677,0.6
20251022,0.9357947213891741,0.6
20251023,0.9226188757353259,0.4
20251024,0.9112290854200601,0.6
20251027,0.9153647768793033,0.8
20251028,0.9365967683315437,0.4
20251029,0.9058564915325255,0.4
20251030,0.8673893627121452,0.6
20251031,0.8830989390628035,0.8
20251103,0.9144221254368672,0.6
20251104,0.8959313646817801,1.0
20251105,0.9076427478822818,0.8
20251106,0.9010538817114144,1.0
20251107,0.914483803082781,0.8
20251110,0.9162208473334965,1.0
20251111,0.9141534443626466,1.0
20251112,0.8984928141300919,0.4
20251113,0.9426359501757268,0.6
20251114,0.9034681596859315,0.6
20251117,0.9140023861305862,0.6
20251118,0.9083594487417614,0.8
20251119,0.9052071246262737,0.4
20251120,0.8793117252086247,0.8
20251121,0.8053339835453943,0.4
20251124,0.9058959730246227,0.8
20251125,0.9319291313550361,0.6
20251126,0.8938132010102857,0.8
20251127,0.8988789670990252,0.2
20251128,0.9044042707404447,0.6
20251201,0.9007016338301693,0.4
20251202,0.9143726093457772,0.6
20251203,0.8864146479027949,0.6
20251204,0.8870389118102951,0.4
20251205,0.9052396486808268,0.4
20251208,0.9142128251133405,0.4
20251209,0.9060688542303008,0.6
20251210,0.922935910780556,0.6
20251211,0.9004323157076516,0.8
20251212,0.9055468961531898,0.6
20251215,0.8966944583288902,1.0
20251216,0.8868594071160596,0.6
20251217,0.9034887724381755,1.0
20251218,0.8924685344328417,0.4
20251219,0.8896843207185876,0.4
20251222,0.9104337444250283,0.4
20251223,0.8888213348170464,0.6
20251224,0.922121074612992,0.4
20251225,0.9335944475575483,0.4
20251226,0.904248704870693,0.4
20251229,0.9207040966280367,0.6
20251230,0.9271475390859127,0.6
20251231,0.9291661215604909,0.6
